COMPOSER,TITLE,PATH
Frédéric Chopin,Etude Op. 10 No. 12 in C Minor,2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_03_Track03_wav.midi
Frédéric Chopin,Etude Op. 10 No. 2,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--3.midi
Frédéric Chopin,Etude Op. 10 No. 2 in A Minor,2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--2.midi
Frédéric Chopin,Etude Op. 10 No. 4,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--3.midi
Frédéric Chopin,Etude Op. 10 No. 4 in C-Sharp Minor,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--3.midi
Frédéric Chopin,Etude Op. 10 No. 5 in G-flat Major,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--2.midi
Frédéric Chopin,Etude Op. 10 No. 8,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_17_R1_2013_wav--3.midi
Frédéric Chopin,Etude Op. 10 No. 8 in F Major,2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--4.midi
Frédéric Chopin,Etude Op. 25 No. 1,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--3.midi
Frédéric Chopin,Etude Op. 25 No. 1 in A-flat Major,2017/MIDI-Unprocessed_056_PIANO056_MID--AUDIO-split_07-07-17_Piano-e_1-05_wav--2.midi
Frédéric Chopin,Etude Op. 25 No. 10,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_18_R1_2013_wav--5.midi
Frédéric Chopin,Etude Op. 25 No. 10 in B Minor,2011/MIDI-Unprocessed_20_R1_2011_MID--AUDIO_R1-D8_03_Track03_wav.midi
Frédéric Chopin,Etude Op. 25 No. 11,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--2.midi
Frédéric Chopin,Etude Op. 25 No. 11 in A Minor,2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--4.midi
Frédéric Chopin,Etude Op. 25 No. 12,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--4.midi
Frédéric Chopin,Etude Op. 25 No. 12 in C Minor,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_14_Track14_wav.midi
Frédéric Chopin,Etude Op. 25 No. 5 in E Minor,2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--2.midi
Frédéric Chopin,Etude Op. 25 No. 6,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--3.midi
Frédéric Chopin,Etude Op. 25 No. 6 in G-sharp Minor,2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_17_Track17_wav.midi
Frédéric Chopin,"Etude in A Minor, Op. 25, No. 11",2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--4.midi
Frédéric Chopin,"Etude in F Major, Op. 10, No. 8",2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--3.midi
Frédéric Chopin,Etudes Op. 10 Nos. 8,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_10_Track10_wav.midi
Frédéric Chopin,Etudes Op. 10 Nos. 9,2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_11_Track11_wav.midi
Frédéric Chopin,Etudes Op. 25 Nos. 1-5,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--1.midi
Frédéric Chopin,"Fantasie in F Minor, Op. 49",2017/MIDI-Unprocessed_061_PIANO061_MID--AUDIO-split_07-07-17_Piano-e_2-05_wav--3.midi
Frédéric Chopin,"Fantasy in F Minor, Op.49",2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_06_WAV.midi
Frédéric Chopin,Mazurka Op. 50 No. 3 in C-sharp Minor,2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--3.midi
Frédéric Chopin,Mazurka Op. 6 No. 2 in C-sharp Minor,2011/MIDI-Unprocessed_12_R3_2011_MID--AUDIO_R3-D4_02_Track02_wav.midi
Frédéric Chopin,"Mazurka in C-sharp Minor, Op. 50 No. 3",2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_16_R1_2013_wav--3.midi
Frédéric Chopin,"Mazurka in D Major, Op. 33, No. 2",2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--3.midi
Frédéric Chopin,"Mazurka in F Minor, Op. 7, No. 3",2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--5.midi
Frédéric Chopin,"Mazurka in G-sharp Minor, Op. 33, No. 1",2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--2.midi
Frédéric Chopin,"Mazurkas, Op. 17 ",2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_12_R3_2014_wav--2.midi
Frédéric Chopin,Nocturne Op. 15 No. 1 in F Major,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--3.midi
Frédéric Chopin,Nocturne Op. 27 No. 1 in C-sharp Minor,2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_10_Track10_wav.midi
Frédéric Chopin,Nocturne Op. 27 No. 2 in D-flat Major,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--4.midi
Frédéric Chopin,Nocturne Op. 32 No. 2 in A-flat Major,2011/MIDI-Unprocessed_02_R2_2011_MID--AUDIO_R2-D1_03_Track03_wav.midi
Frédéric Chopin,Nocturne Op. 48 No. 1 in C Minor,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_01_R1_2015_wav--2.midi
Frédéric Chopin,Nocturne Op. 55 No. 2 in E-flat Major,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--3.midi
Frédéric Chopin,Nocturne Op. 62 No. 1 in B Major,2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--3.midi
Frédéric Chopin,"Nocturne Op. 62, No. 2",2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_05_WAV.midi
Frédéric Chopin,Nocturne Op. 9 No. 2 in E-flat Major,2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_05_Track05_wav.midi
Frédéric Chopin,"Nocturne in B Major, Op. 9, No. 3",2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_03_WAV.midi
Frédéric Chopin,"Nocturne in C Minor, Op. 48 No. 1",2008/MIDI-Unprocessed_16_R1_2008_01-04_ORIG_MID--AUDIO_16_R1_2008_wav--3.midi
Frédéric Chopin,"Nocturne in C-Sharp Minor, Op. Posth.",2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--6.midi
Frédéric Chopin,"Nocturne in C-sharp Minor, Op. 27 No. 1",2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--3.midi
Frédéric Chopin,Nocturne in Db,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_06_Track06_wav.midi
Frédéric Chopin,"Nocturne in E-flat Major, Op. 55 No. 2",2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--3.midi
Frédéric Chopin,"Nocturne in F-sharp Major, Op. 15, No. 2",2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--1.midi
Frédéric Chopin,Polonaise Op. 26 in E-flat Minor,2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--3.midi
Frédéric Chopin,Polonaise Op. 44,2006/MIDI-Unprocessed_15_R1_2006_01-05_ORIG_MID--AUDIO_15_R1_2006_02_Track02_wav.midi
Frédéric Chopin,Polonaise Op. 53 in A-flat Major,2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_11_Track11_wav.midi
Frédéric Chopin,Polonaise-Fantasie,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_02_Track02_wav.midi
Frédéric Chopin,Polonaise-Fantasie Op. 61,2008/MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--4.midi
Frédéric Chopin,"Polonaise-Fantasie, Op. 61",2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_04_WAV.midi
Frédéric Chopin,"Preludes, Book II, L 123, VI. Général Lavine - eccentric",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--5.midi
Frédéric Chopin,"Preludes, Op.28",2009/MIDI-Unprocessed_17_R1_2009_04_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_04_WAV.midi
Frédéric Chopin,"Rondo in C Minor, Op. 1",2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_15_Track15_wav.midi
Frédéric Chopin,"Scherzo No. 1 in B Minor, Op. 20",2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_06_Track06_wav.midi
Frédéric Chopin,"Scherzo No. 2 in B-Flat Minor, Op.31",2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_07_WAV.midi
Frédéric Chopin,"Scherzo No. 2 in B-flat Major, Op. 31",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--4.midi
Frédéric Chopin,"Scherzo No. 2 in B-flat Minor, Op. 31",2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--3.midi
Frédéric Chopin,Scherzo No. 3,2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_05_Track05_wav.midi
Frédéric Chopin,"Scherzo No. 3 in C-sharp Minor, Op. 39",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--5.midi
Frédéric Chopin,"Scherzo No. 4  in E Major, Op. 54",2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_04_Track04_wav.midi
Frédéric Chopin,"Scherzo No. 4 in E Major, Op. 54",2004/MIDI-Unprocessed_XP_10_R1_2004_03-04_ORIG_MID--AUDIO_10_R1_2004_03_Track03_wav.midi
Frédéric Chopin,Sonata 3 Op. 58,2006/MIDI-Unprocessed_07_R1_2006_01-04_ORIG_MID--AUDIO_07_R1_2006_03_Track03_wav.midi
Frédéric Chopin,"Sonata No. 2 in B-flat Minor, Op. 35",2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_14_R3_2013_wav--2.midi
Frédéric Chopin,Sonata No. 3,2006/MIDI-Unprocessed_20_R1_2006_01-04_ORIG_MID--AUDIO_20_R1_2006_04_Track04_wav.midi
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58",2004/MIDI-Unprocessed_XP_09_R1_2004_05_ORIG_MID--AUDIO_09_R1_2004_06_Track06_wav.midi
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58 ",2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_06_R1_2014_wav--2.midi
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58, 1st mov.",2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--4.midi
Frédéric Chopin,"Sonata No. 3 in B Minor, Op. 58, I. Allegro maestoso",2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--5.midi
Frédéric Chopin,"Sonata in B Minor, Op. 58",2004/MIDI-Unprocessed_XP_18_R1_2004_04_ORIG_MID--AUDIO_18_R1_2004_07_Track07_wav.midi
Frédéric Chopin,"Two Preludes from Op. 28, Nos. 15 and 24",2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_10_Track10_wav.midi
Frédéric Chopin,"Valse brillante No. 1 in A-flat Major, Op. 34",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_15_R1_2015_wav--4.midi
Frédéric Chopin,"Variations and Fugue in E-flat Major, Op. 35, Eroica",2009/MIDI-Unprocessed_07_R1_2009_01-03_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_02_WAV.midi
George Enescu,Suite Op. 10,2006/MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_04_Track04_wav.midi
George Frideric Handel,Chaconne in G,2009/MIDI-Unprocessed_18_R1_2009_01-03_ORIG_MID--AUDIO_18_R1_2009_18_R1_2009_01_WAV.midi
George Frideric Handel,"Chaconne in G Major, HWV 435",2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--1.midi
George Frideric Handel,"Suite No. 2 in F Major, HWV 427 ",2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--1.midi
George Frideric Handel,Suite No. 3 in D Minor,2004/MIDI-Unprocessed_XP_08_R1_2004_01-02_ORIG_MID--AUDIO_08_R1_2004_01_Track01_wav.midi
"Georges Bizet, Ferruccio Busoni","Sonatina No. 6, BV284 “Fantasia da Camera super Carmen”",2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_12_R1_2014_wav--2.midi
"Georges Bizet, Moritz Moszkowski",Chanson Boheme de l'Opera Carmen by Georges Bizet,2017/MIDI-Unprocessed_058_PIANO058_MID--AUDIO-split_07-07-17_Piano-e_2-02_wav--5.midi
"Georges Bizet, Vladimir Horowitz",Carmen Variations,2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--5.midi
"Giuseppe Verdi, Franz Liszt",Rigoletto Parap.,2006/MIDI-Unprocessed_15_R1_2006_01-05_ORIG_MID--AUDIO_15_R1_2006_04_Track04_wav.midi
Henry Purcell,"Suite in C Major, Z. 666 ",2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--7.midi
Isaac Albéniz,Asturias,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_06_WAV.midi
Isaac Albéniz,Evocacion from Iberia,2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_02_WAV.midi
Isaac Albéniz,Iberia Book II,2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_03_Track03_wav.midi
Isaac Albéniz,"Iberia, Evocation, Triana",2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_04_Track04_wav.midi
Isaac Albéniz,Navarra,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_08_WAV.midi
Isaac Albéniz,Triana from 'Iberia',2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_08_Track08_wav.midi
"Isaac Albéniz, Leopold Godowsky",Tango,2009/MIDI-Unprocessed_03_R1_2009_03-08_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_07_WAV.midi
Jean-Philippe Rameau,RameauSelections,2006/MIDI-Unprocessed_11_R1_2006_01-06_ORIG_MID--AUDIO_11_R1_2006_01_Track01_wav.midi
"Johann Christian Fischer, Wolfgang Amadeus Mozart",12 Variations on a Theme from a Menuet by Fischer,2004/MIDI-Unprocessed_XP_11_R1_2004_01-02_ORIG_MID--AUDIO_11_R1_2004_01_Track01_wav.midi
Johann Pachelbel,Chaconne in F Minor,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--1.midi
Johann Sebastian Bach,"Chromatic Fantasy and Fugue in D Minor, BWV 903",2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--1.midi
Johann Sebastian Bach,"Duet in E Minor, BWV 802",2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_03_WAV.midi
Johann Sebastian Bach,"Duet in G, BWV 804",2009/MIDI-Unprocessed_06_R1_2009_03-07_ORIG_MID--AUDIO_06_R1_2009_06_R1_2009_04_WAV.midi
Johann Sebastian Bach,"English Suite No. 2  in A Minor, BWV 807, I. Prelude",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--1.midi
Johann Sebastian Bach,"English Suite in A Minor, BWV 807",2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_08_R3_2013_wav--2.midi
Johann Sebastian Bach,"English Suite no. 3 in G Minor, Prelude",2008/MIDI-Unprocessed_08_R1_2008_01-05_ORIG_MID--AUDIO_08_R1_2008_wav--1.midi
Johann Sebastian Bach,French Suite No. 5 in G Major,2004/MIDI-Unprocessed_SMF_02_R1_2004_01-05_ORIG_MID--AUDIO_02_R1_2004_05_Track05_wav.midi
Johann Sebastian Bach,"Italian Concerto in F Major, BWV 971 ",2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_18_R1_2014_wav--1.midi
Johann Sebastian Bach,"Italian Concerto, BWV 971",2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_14_R1_2018_wav--1.midi
Johann Sebastian Bach,"Italian Concerto, BWV 971 ",2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_07_R2_2015_wav--1.midi
Johann Sebastian Bach,"Overture in the French Style in B Minor, BWV 831",2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_07_R3_2013_wav--1.midi
Johann Sebastian Bach,"Partita No. 1 in B-Flat Major, BWV 825 ",2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_14_R1_2014_wav--1.midi
Johann Sebastian Bach,"Partita No. 2 in C Minor, I. Sinfonia",2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--1.midi
Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828",2018/MIDI-Unprocessed_Chamber4_MID--AUDIO_11_R3_2018_wav--1.midi
Johann Sebastian Bach,Partita No. 6 in E Minor,2009/MIDI-Unprocessed_10_R1_2009_01-02_ORIG_MID--AUDIO_10_R1_2009_10_R1_2009_01_WAV.midi
Johann Sebastian Bach,"Partita in C Minor, BWV 826",2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--2.midi
Johann Sebastian Bach,Prelude & Fugue,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_01_Track01_wav.midi
Johann Sebastian Bach,"Prelude & Fugue in B flat minor, Book I, BWV 867",2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude & Fugue in G Minor, WTK II",2004/MIDI-Unprocessed_SMF_17_R1_2004_01-02_ORIG_MID--AUDIO_20_R2_2004_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fuge in G-sharp Minor, WTC I, BWV 863",2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in  F-sharp Major, WTC I , BWV 858",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in A Major, WTC I, BWV 864",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_16_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in A Major, WTC II, BWV 888",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_13_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC I, BWV 865",2011/MIDI-Unprocessed_19_R1_2011_MID--AUDIO_R1-D7_12_Track12_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II,  BWV 889",2011/MIDI-Unprocessed_06_R1_2011_MID--AUDIO_R1-D2_14_Track14_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 847",2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in A Minor, WTC II, BWV 889",2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_07_Track07_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in A-flat Major, WTC I",2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in A-flat Major, WTC I, BWV 862",2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_04_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC I, BWV 868",2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_03_R1_2014_wav--2.midi
Johann Sebastian Bach,"Prelude and Fugue in B Major, WTC II, BWV 892",2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_12_Track12_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II",2008/MIDI-Unprocessed_06_R1_2008_01-04_ORIG_MID--AUDIO_06_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in B Minor, WTC II, BWV 893",2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_10_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in B-Moll, No. 22 WTKII",2004/MIDI-Unprocessed_XP_03_R1_2004_01-02_ORIG_MID--AUDIO_03_R1_2004_01_Track01_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC I, BWV 867",2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_12_Track12_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in B-flat Minor, WTC II",2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC  II, BWV 870",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 846",2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C Major, WTC II, BWV 870",2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_20_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C Minor, WTC II, BWV 871",2011/MIDI-Unprocessed_21_R1_2011_MID--AUDIO_R1-D8_07_Track07_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in C sharp major, WTC I, BWV 848",2011/MIDI-Unprocessed_24_R1_2011_MID--AUDIO_R1-D9_08_Track08_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Major, WTC I, BWV 848",2011/MIDI-Unprocessed_04_R1_2011_MID--AUDIO_R1-D2_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in C-Sharp Minor, WTC I, BWV 849",2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, BWV 848",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_13_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Major, WTC I",2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, Book I, BWV 849",2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC I",2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in C-sharp Minor, WTC II",2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in D Major, Book II",2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_17_R1_2018_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC I, BWV 850",2011/MIDI-Unprocessed_18_R1_2011_MID--AUDIO_R1-D7_07_Track07_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in D Major, WTC II, BWV 874",2011/MIDI-Unprocessed_01_R1_2011_MID--AUDIO_R1-D1_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in D Minor, Book II",2004/MIDI-Unprocessed_XP_09_R1_2004_01-02_ORIG_MID--AUDIO_09_R1_2004_01_Track01_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC I, BWV 851",2011/MIDI-Unprocessed_23_R1_2011_MID--AUDIO_R1-D9_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II,  BWV 875",2011/MIDI-Unprocessed_14_R1_2011_MID--AUDIO_R1-D6_02_Track02_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in D Minor, WTC II, BWV 875",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_14_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in D major, WTC I",2008/MIDI-Unprocessed_14_R1_2008_01-05_ORIG_MID--AUDIO_14_R1_2008_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in D-flat Major, WTC I, BWV 848",2011/MIDI-Unprocessed_08_R1_2011_MID--AUDIO_R1-D3_07_Track07_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in D-sharp Minor, WTC II, BWV 877",2013/ORIG-MIDI_01_7_7_13_Group__MID--AUDIO_11_R1_2013_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854",2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.midi
Johann Sebastian Bach,"Prelude and Fugue in E Major, WTC I, BWV 854  ",2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--1.midi
Johann Sebastian Bach,"Prelude and Fugue in E Minor WTC I, BWV 855",2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_11_R1_2015_wav--2.midi
Johann Sebastian Bach,"Prelude and Fugue in E-flat Major, WTC I",2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--1.midi
